ID,Paymethod,LocalBilltype,Customer_Segments,Trips_To_The_Website_Yr,Avg_Spend_Per_Store_Visit,Customer_Loyality_Code,Number_Of_Transactions_Current_Year
648.000000,CC,Budget,High Income Families,6.000000,12.190000,3.000000,8.000000
650.000000,CC,FreeLocal,High Income Families,3.000000,12.480000,2.000000,1.000000
651.000000,CH,Budget,Low Value and No Kids,10.000000,27.200000,2.000000,11.000000
652.000000,CC,FreeLocal,High Income Families,38.000000,161.540000,2.000000,14.000000
654.000000,CC,Budget,High Income Families,13.000000,58.080000,4.000000,3.000000
656.000000,Auto,Budget,Married No Kids,4.000000,17.080000,2.000000,1.000000
660.000000,CC,FreeLocal,High Income Families,8.000000,13.010000,3.000000,13.000000
666.000000,CC,FreeLocal,High Income Families,27.000000,115.660000,4.000000,6.000000
670.000000,CC,Budget,High Income Families,5.000000,15.170000,3.000000,6.000000
672.000000,Auto,Budget,Married No Kids,10.000000,28.110000,2.000000,11.000000
673.000000,Auto,FreeLocal,Married No Kids,31.000000,150.750000,4.000000,1.000000
678.000000,CH,FreeLocal,Low Value and No Kids,10.000000,36.840000,1.000000,7.000000
681.000000,CH,Budget,Low Value and No Kids,8.000000,8.790000,1.000000,15.000000
686.000000,CC,Budget,High Income Families,3.000000,10.940000,3.000000,0.000000
690.000000,CC,Budget,High Income Families,10.000000,23.720000,1.000000,14.000000
692.000000,CC,FreeLocal,High Income Families,8.000000,25.580000,3.000000,6.000000
693.000000,CC,FreeLocal,High Income Families,5.000000,10.350000,4.000000,8.000000
694.000000,Auto,Budget,Married No Kids,21.000000,80.640000,1.000000,12.000000
702.000000,CC,FreeLocal,High Income Families,14.000000,57.250000,2.000000,5.000000
703.000000,CC,FreeLocal,High Income Families,8.000000,10.620000,4.000000,15.000000
704.000000,CH,FreeLocal,Low Value and No Kids,14.000000,62.440000,4.000000,5.000000
706.000000,CC,Budget,High Income Families,72.000000,332.460000,4.000000,15.000000
707.000000,CC,FreeLocal,High Income Families,8.000000,28.860000,1.000000,6.000000
710.000000,Auto,Budget,Married No Kids,21.000000,95.100000,1.000000,6.000000
713.000000,CC,FreeLocal,High Income Families,10.000000,29.280000,3.000000,11.000000
714.000000,CC,Budget,High Income Families,12.000000,47.910000,2.000000,5.000000
715.000000,CC,FreeLocal,High Income Families,38.000000,168.030000,1.000000,12.000000
717.000000,CH,FreeLocal,Low Value and No Kids,10.000000,16.270000,3.000000,14.000000
718.000000,CC,Budget,High Income Families,4.000000,22.150000,2.000000,0.000000
719.000000,CC,FreeLocal,High Income Families,12.000000,32.090000,2.000000,13.000000
721.000000,CC,Budget,High Income Families,9.000000,23.000000,1.000000,10.000000
725.000000,CC,Budget,High Income Families,11.000000,35.850000,4.000000,11.000000
726.000000,CH,Budget,Low Value and No Kids,24.000000,114.620000,3.000000,2.000000
730.000000,Auto,FreeLocal,Married No Kids,24.000000,90.180000,4.000000,15.000000
731.000000,Auto,Budget,Married No Kids,12.000000,27.750000,4.000000,12.000000
732.000000,CC,FreeLocal,High Income Families,19.000000,68.330000,3.000000,13.000000
733.000000,CC,Budget,High Income Families,17.000000,70.650000,2.000000,8.000000
734.000000,CC,Budget,High Income Families,4.000000,8.490000,3.000000,2.000000
736.000000,CC,FreeLocal,High Income Families,4.000000,15.540000,2.000000,3.000000
737.000000,Auto,Budget,Married No Kids,5.000000,23.890000,2.000000,0.000000
740.000000,CC,Budget,High Income Families,2.000000,6.500000,2.000000,2.000000
741.000000,CC,Budget,High Income Families,2.000000,9.880000,4.000000,1.000000
743.000000,CC,FreeLocal,High Income Families,26.000000,103.120000,1.000000,13.000000
744.000000,Auto,FreeLocal,Married No Kids,15.000000,63.280000,4.000000,3.000000
745.000000,Auto,FreeLocal,Married No Kids,7.000000,30.950000,2.000000,3.000000
746.000000,CH,Budget,Low Value and No Kids,26.000000,113.310000,2.000000,8.000000
748.000000,CC,Budget,High Income Families,13.000000,41.710000,3.000000,11.000000
749.000000,CC,FreeLocal,High Income Families,13.000000,38.950000,2.000000,14.000000
750.000000,CH,FreeLocal,Low Value and No Kids,5.000000,8.850000,4.000000,9.000000
751.000000,CC,Budget,High Income Families,32.000000,144.660000,2.000000,7.000000
752.000000,CC,Budget,High Income Families,21.000000,93.610000,4.000000,5.000000
753.000000,Auto,FreeLocal,Married No Kids,35.000000,151.610000,1.000000,11.000000
754.000000,CC,FreeLocal,High Income Families,5.000000,8.970000,1.000000,8.000000
755.000000,Auto,FreeLocal,Married No Kids,5.000000,11.650000,4.000000,7.000000
756.000000,CC,FreeLocal,High Income Families,7.000000,10.620000,2.000000,13.000000
758.000000,Auto,Budget,Married No Kids,56.000000,252.530000,4.000000,13.000000
759.000000,CC,FreeLocal,High Income Families,7.000000,26.690000,1.000000,2.000000
761.000000,CC,Budget,High Income Families,11.000000,39.620000,4.000000,9.000000
762.000000,CH,FreeLocal,Low Value and No Kids,0.000000,1.160000,4.000000,0.000000
766.000000,CC,FreeLocal,High Income Families,2.000000,10.390000,4.000000,0.000000
767.000000,CC,FreeLocal,High Income Families,25.000000,103.520000,1.000000,11.000000
769.000000,Auto,FreeLocal,Married No Kids,17.000000,63.290000,1.000000,11.000000
771.000000,CC,Budget,High Income Families,54.000000,258.290000,4.000000,2.000000
772.000000,CH,FreeLocal,Low Value and No Kids,30.000000,125.520000,4.000000,13.000000
773.000000,Auto,Budget,Married No Kids,11.000000,37.240000,4.000000,10.000000
775.000000,Auto,Budget,Married No Kids,32.000000,139.200000,2.000000,11.000000
777.000000,Auto,Budget,Married No Kids,7.000000,14.380000,2.000000,10.000000
778.000000,CC,FreeLocal,High Income Families,8.000000,36.780000,3.000000,1.000000
779.000000,CH,Budget,Low Value and No Kids,15.000000,65.090000,4.000000,4.000000
782.000000,CC,FreeLocal,High Income Families,33.000000,149.260000,4.000000,7.000000
783.000000,CH,Budget,Low Value and No Kids,10.000000,19.200000,1.000000,10.000000
784.000000,CC,FreeLocal,High Income Families,8.000000,19.880000,2.000000,11.000000
785.000000,CC,FreeLocal,High Income Families,6.000000,18.070000,2.000000,2.000000
788.000000,Auto,Budget,Married No Kids,8.000000,28.700000,3.000000,6.000000
791.000000,CH,FreeLocal,Low Value and No Kids,1.000000,2.890000,4.000000,0.000000
792.000000,CC,Budget,High Income Families,9.000000,20.050000,4.000000,9.000000
793.000000,CH,Budget,Low Value and No Kids,29.000000,116.570000,4.000000,15.000000
795.000000,Auto,Budget,Married No Kids,15.000000,45.460000,1.000000,14.000000
796.000000,CC,FreeLocal,High Income Families,30.000000,137.190000,4.000000,5.000000
797.000000,Auto,FreeLocal,Married No Kids,30.000000,126.960000,1.000000,12.000000
798.000000,CH,Budget,Low Value and No Kids,0.000000,2.210000,1.000000,0.000000
800.000000,CH,Budget,Low Value and No Kids,9.000000,43.230000,3.000000,1.000000
801.000000,CH,Budget,Low Value and No Kids,22.000000,80.470000,4.000000,10.000000
802.000000,CH,Budget,Low Value and No Kids,14.000000,55.480000,2.000000,4.000000
803.000000,CC,Budget,High Income Families,13.000000,45.920000,3.000000,7.000000
807.000000,CC,FreeLocal,High Income Families,19.000000,65.770000,1.000000,11.000000
810.000000,Auto,Budget,Married No Kids,4.000000,7.750000,3.000000,6.000000
814.000000,CC,FreeLocal,High Income Families,16.000000,48.690000,3.000000,14.000000
816.000000,CC,FreeLocal,High Income Families,19.000000,64.800000,2.000000,11.000000
817.000000,CC,Budget,High Income Families,4.000000,8.030000,3.000000,7.000000
818.000000,CH,FreeLocal,Low Value and No Kids,28.000000,99.940000,3.000000,15.000000
820.000000,CC,FreeLocal,High Income Families,11.000000,30.510000,4.000000,8.000000
821.000000,CC,Budget,High Income Families,27.000000,108.440000,3.000000,13.000000
822.000000,CH,Budget,Low Value and No Kids,21.000000,75.270000,4.000000,11.000000
824.000000,CC,FreeLocal,High Income Families,6.000000,22.820000,3.000000,4.000000
825.000000,CC,Budget,High Income Families,56.000000,256.700000,1.000000,11.000000
827.000000,CC,FreeLocal,High Income Families,28.000000,113.480000,4.000000,14.000000
829.000000,CC,FreeLocal,High Income Families,11.000000,43.200000,1.000000,4.000000
830.000000,CC,FreeLocal,High Income Families,19.000000,73.740000,1.000000,7.000000
832.000000,Auto,FreeLocal,Married No Kids,23.000000,90.190000,3.000000,10.000000
834.000000,CC,FreeLocal,High Income Families,8.000000,18.840000,4.000000,8.000000
838.000000,CH,Budget,Low Value and No Kids,18.000000,62.810000,1.000000,15.000000
840.000000,CC,Budget,High Income Families,6.000000,29.900000,4.000000,1.000000
841.000000,CC,FreeLocal,High Income Families,15.000000,51.170000,4.000000,9.000000
843.000000,CC,Budget,High Income Families,1.000000,3.220000,1.000000,0.000000
844.000000,CC,Budget,High Income Families,25.000000,104.730000,1.000000,9.000000
845.000000,Auto,Budget,Married No Kids,2.000000,10.220000,3.000000,0.000000
846.000000,CC,FreeLocal,High Income Families,8.000000,25.620000,2.000000,8.000000
847.000000,CC,FreeLocal,High Income Families,18.000000,59.080000,3.000000,15.000000
848.000000,Auto,FreeLocal,Married No Kids,9.000000,25.180000,2.000000,9.000000
849.000000,CC,FreeLocal,High Income Families,9.000000,17.710000,1.000000,13.000000
850.000000,Auto,Budget,Married No Kids,43.000000,208.190000,2.000000,0.000000
851.000000,Auto,FreeLocal,Married No Kids,15.000000,51.680000,3.000000,12.000000
853.000000,CH,Budget,Low Value and No Kids,18.000000,82.190000,3.000000,2.000000
855.000000,CC,FreeLocal,High Income Families,10.000000,43.600000,2.000000,3.000000
857.000000,Auto,Budget,Married No Kids,40.000000,184.020000,2.000000,3.000000
858.000000,CC,FreeLocal,High Income Families,11.000000,46.330000,3.000000,3.000000
861.000000,CH,Budget,Low Value and No Kids,24.000000,93.420000,4.000000,14.000000
862.000000,CC,Budget,High Income Families,3.000000,9.390000,3.000000,4.000000
863.000000,CH,Budget,Low Value and No Kids,0.000000,2.000000,4.000000,0.000000
865.000000,CC,Budget,High Income Families,53.000000,236.970000,4.000000,13.000000
866.000000,CC,Budget,High Income Families,3.000000,7.430000,4.000000,4.000000
867.000000,CH,Budget,Low Value and No Kids,17.000000,54.800000,1.000000,13.000000
868.000000,CC,FreeLocal,High Income Families,21.000000,84.670000,2.000000,10.000000
870.000000,CC,Budget,High Income Families,33.000000,164.760000,2.000000,1.000000
872.000000,Auto,FreeLocal,Married No Kids,13.000000,53.810000,1.000000,6.000000
873.000000,CC,FreeLocal,High Income Families,28.000000,128.100000,2.000000,3.000000
875.000000,CC,Budget,High Income Families,1.000000,4.460000,1.000000,0.000000
878.000000,Auto,FreeLocal,Married No Kids,13.000000,47.850000,2.000000,5.000000
882.000000,CH,Budget,Low Value and No Kids,6.000000,20.950000,1.000000,4.000000
884.000000,CC,FreeLocal,High Income Families,9.000000,17.370000,2.000000,11.000000
886.000000,CH,FreeLocal,Low Value and No Kids,7.000000,8.840000,4.000000,13.000000
887.000000,CC,Budget,High Income Families,23.000000,112.720000,2.000000,0.000000
889.000000,CH,Budget,Low Value and No Kids,1.000000,3.360000,3.000000,0.000000
891.000000,CC,FreeLocal,High Income Families,18.000000,60.510000,1.000000,12.000000
894.000000,CC,Budget,High Income Families,17.000000,72.160000,2.000000,5.000000
895.000000,Auto,FreeLocal,Married No Kids,16.000000,51.470000,3.000000,14.000000
896.000000,CC,Budget,High Income Families,14.000000,35.730000,3.000000,15.000000
897.000000,Auto,Budget,Married No Kids,24.000000,100.080000,3.000000,10.000000
898.000000,Auto,FreeLocal,Married No Kids,19.000000,65.930000,2.000000,1.000000
900.000000,Auto,FreeLocal,Married No Kids,27.000000,118.000000,1.000000,10.000000
901.000000,CH,Budget,Low Value and No Kids,9.000000,27.290000,3.000000,9.000000
903.000000,Auto,FreeLocal,Married No Kids,9.000000,32.430000,4.000000,5.000000
904.000000,CC,FreeLocal,High Income Families,43.000000,192.530000,2.000000,11.000000
906.000000,CH,Budget,Low Value and No Kids,19.000000,77.000000,3.000000,4.000000
910.000000,CC,Budget,High Income Families,8.000000,19.780000,4.000000,10.000000
913.000000,CC,Budget,High Income Families,4.000000,6.740000,2.000000,8.000000
916.000000,Auto,FreeLocal,Married No Kids,25.000000,106.100000,1.000000,9.000000
917.000000,CH,FreeLocal,Low Value and No Kids,9.000000,37.730000,1.000000,4.000000
919.000000,CH,FreeLocal,Low Value and No Kids,5.000000,12.580000,3.000000,6.000000
920.000000,Auto,Budget,Married No Kids,11.000000,50.500000,3.000000,1.000000
926.000000,CC,FreeLocal,High Income Families,6.000000,8.530000,2.000000,5.000000
930.000000,Auto,Budget,Married No Kids,7.000000,23.030000,2.000000,3.000000
931.000000,Auto,FreeLocal,Married No Kids,19.000000,66.350000,2.000000,15.000000
933.000000,CH,FreeLocal,Low Value and No Kids,32.000000,124.140000,2.000000,14.000000
934.000000,Auto,Budget,Married No Kids,0.000000,0.970000,4.000000,0.000000
935.000000,CC,FreeLocal,High Income Families,35.000000,160.420000,1.000000,15.000000
936.000000,CH,Budget,Low Value and No Kids,5.000000,24.440000,2.000000,1.000000
938.000000,CC,Budget,High Income Families,14.000000,43.340000,2.000000,11.000000
939.000000,CC,FreeLocal,High Income Families,17.000000,83.390000,3.000000,1.000000
940.000000,CC,Budget,High Income Families,3.000000,5.010000,4.000000,2.000000
941.000000,Auto,FreeLocal,Married No Kids,26.000000,106.500000,3.000000,10.000000
943.000000,CC,Budget,High Income Families,53.000000,262.910000,3.000000,15.000000
948.000000,CC,Budget,High Income Families,21.000000,82.430000,3.000000,11.000000
950.000000,CC,Budget,High Income Families,3.000000,5.350000,3.000000,6.000000
951.000000,CC,FreeLocal,High Income Families,22.000000,99.730000,2.000000,20.000000
952.000000,Auto,FreeLocal,Married No Kids,10.000000,26.780000,4.000000,13.000000
953.000000,CC,Budget,High Income Families,34.000000,154.770000,3.000000,14.000000
954.000000,CC,Budget,High Income Families,13.000000,61.440000,2.000000,13.000000
955.000000,Auto,Budget,Married No Kids,8.000000,35.730000,4.000000,17.000000
956.000000,Auto,Budget,Married No Kids,5.000000,9.510000,4.000000,17.000000
957.000000,CC,FreeLocal,High Income Families,13.000000,38.180000,2.000000,19.000000
958.000000,CC,Budget,High Income Families,27.000000,106.300000,1.000000,14.000000
962.000000,CC,FreeLocal,High Income Families,22.000000,96.430000,1.000000,7.000000
967.000000,CC,Budget,High Income Families,6.000000,6.870000,4.000000,11.000000
968.000000,CC,FreeLocal,High Income Families,9.000000,13.240000,4.000000,15.000000
970.000000,CH,Budget,Low Value and No Kids,20.000000,88.230000,1.000000,7.000000
972.000000,CC,FreeLocal,High Income Families,28.000000,132.650000,4.000000,3.000000
973.000000,CC,FreeLocal,High Income Families,4.000000,5.730000,3.000000,6.000000
974.000000,CC,Budget,High Income Families,6.000000,25.490000,3.000000,2.000000
975.000000,CC,Budget,High Income Families,47.000000,214.730000,3.000000,7.000000
976.000000,CC,Budget,High Income Families,23.000000,100.900000,2.000000,1.000000
977.000000,CC,Budget,High Income Families,15.000000,40.920000,2.000000,1.000000
978.000000,CC,FreeLocal,High Income Families,7.000000,6.810000,2.000000,1.000000
979.000000,Auto,FreeLocal,Married No Kids,10.000000,49.560000,2.000000,1.000000
980.000000,CC,FreeLocal,High Income Families,11.000000,43.010000,2.000000,1.000000
981.000000,CC,FreeLocal,High Income Families,9.000000,17.660000,3.000000,14.000000
982.000000,CH,FreeLocal,Low Value and No Kids,20.000000,89.620000,1.000000,6.000000
983.000000,CC,Budget,High Income Families,13.000000,45.340000,4.000000,6.000000
984.000000,CC,Budget,High Income Families,6.000000,18.730000,1.000000,6.000000
985.000000,Auto,Budget,Married No Kids,6.000000,23.460000,3.000000,1.000000
986.000000,CH,FreeLocal,Low Value and No Kids,18.000000,76.070000,2.000000,3.000000
987.000000,CC,Budget,High Income Families,21.000000,85.960000,4.000000,11.000000
988.000000,CH,Budget,Low Value and No Kids,8.000000,37.150000,1.000000,2.000000
989.000000,Auto,Budget,Married No Kids,6.000000,9.010000,2.000000,10.000000
990.000000,CC,FreeLocal,High Income Families,9.000000,40.910000,2.000000,2.000000
991.000000,CC,Budget,High Income Families,6.000000,8.960000,2.000000,9.000000
993.000000,CH,Budget,Low Value and No Kids,29.000000,117.260000,1.000000,10.000000
996.000000,CC,Budget,High Income Families,22.000000,87.400000,1.000000,11.000000
1000.000000,CH,FreeLocal,Low Value and No Kids,4.000000,8.760000,3.000000,7.000000
1003.000000,CC,FreeLocal,High Income Families,3.000000,15.200000,1.000000,0.000000
1004.000000,Auto,FreeLocal,Married No Kids,18.000000,60.350000,4.000000,14.000000
1005.000000,CH,Budget,Low Value and No Kids,6.000000,5.210000,4.000000,12.000000
1006.000000,CC,FreeLocal,High Income Families,25.000000,97.050000,1.000000,14.000000
1007.000000,CC,Budget,High Income Families,14.000000,40.070000,1.000000,15.000000
1008.000000,CC,Budget,High Income Families,1.000000,4.870000,2.000000,0.000000
1009.000000,CC,Budget,High Income Families,8.000000,9.020000,2.000000,15.000000
1010.000000,CC,Budget,High Income Families,11.000000,40.230000,4.000000,7.000000
1011.000000,Auto,Budget,Married No Kids,7.000000,10.740000,3.000000,12.000000
1012.000000,CC,FreeLocal,High Income Families,29.000000,126.550000,3.000000,8.000000
1016.000000,CH,Budget,Low Value and No Kids,26.000000,114.200000,1.000000,8.000000
1017.000000,CC,Budget,High Income Families,3.000000,6.210000,3.000000,4.000000
1018.000000,CC,Budget,High Income Families,22.000000,87.460000,1.000000,11.000000
1020.000000,CC,FreeLocal,High Income Families,2.000000,11.520000,3.000000,0.000000
1021.000000,CC,FreeLocal,High Income Families,31.000000,136.470000,4.000000,9.000000
1022.000000,CH,Budget,Low Value and No Kids,4.000000,13.740000,3.000000,4.000000
1023.000000,CC,Budget,High Income Families,3.000000,6.740000,2.000000,3.000000
1025.000000,CC,Budget,High Income Families,46.000000,206.080000,2.000000,12.000000
1030.000000,CH,FreeLocal,Low Value and No Kids,15.000000,45.500000,4.000000,15.000000
1032.000000,CC,FreeLocal,High Income Families,9.000000,22.440000,1.000000,12.000000
1035.000000,CC,Budget,High Income Families,12.000000,32.880000,3.000000,13.000000
1038.000000,CH,Budget,Low Value and No Kids,6.000000,23.110000,2.000000,3.000000
1041.000000,CC,FreeLocal,High Income Families,12.000000,46.420000,4.000000,6.000000
1042.000000,CC,Budget,High Income Families,12.000000,32.190000,1.000000,13.000000
1045.000000,CC,Budget,High Income Families,7.000000,13.940000,2.000000,10.000000
1046.000000,CC,Budget,High Income Families,10.000000,38.960000,1.000000,5.000000
1047.000000,CC,Budget,High Income Families,3.000000,6.330000,1.000000,5.000000
1048.000000,Auto,FreeLocal,Married No Kids,14.000000,49.920000,3.000000,9.000000
1053.000000,CC,Budget,High Income Families,40.000000,178.360000,2.000000,11.000000
1059.000000,CC,FreeLocal,High Income Families,6.000000,28.660000,3.000000,0.000000
1060.000000,Auto,Budget,Married No Kids,7.000000,13.450000,1.000000,11.000000
1061.000000,CH,Budget,Low Value and No Kids,15.000000,45.470000,4.000000,14.000000
1062.000000,CC,FreeLocal,High Income Families,8.000000,12.460000,4.000000,13.000000
1064.000000,CC,FreeLocal,High Income Families,20.000000,87.090000,1.000000,7.000000
1066.000000,CC,Budget,High Income Families,16.000000,56.640000,3.000000,7.000000
1069.000000,CC,FreeLocal,High Income Families,7.000000,22.900000,2.000000,6.000000
1072.000000,CC,Budget,High Income Families,8.000000,25.660000,4.000000,7.000000
1073.000000,CC,FreeLocal,High Income Families,7.000000,15.460000,4.000000,10.000000
1076.000000,CC,Budget,High Income Families,19.000000,91.040000,4.000000,2.000000
1077.000000,CH,Budget,Low Value and No Kids,20.000000,81.300000,4.000000,8.000000
1078.000000,CC,Budget,High Income Families,3.000000,11.740000,1.000000,2.000000
1079.000000,CC,Budget,High Income Families,65.000000,311.290000,4.000000,6.000000
1084.000000,CC,FreeLocal,High Income Families,12.000000,50.840000,4.000000,6.000000
1085.000000,CH,Budget,Low Value and No Kids,63.000000,293.240000,2.000000,11.000000
1086.000000,CC,Budget,High Income Families,1.000000,2.970000,2.000000,0.000000
1087.000000,CC,Budget,High Income Families,35.000000,163.410000,4.000000,6.000000
1089.000000,CC,FreeLocal,High Income Families,0.000000,1.340000,2.000000,0.000000
1092.000000,CC,FreeLocal,High Income Families,16.000000,59.590000,2.000000,9.000000
1095.000000,CH,Budget,Low Value and No Kids,12.000000,39.330000,4.000000,10.000000
1097.000000,Auto,FreeLocal,Married No Kids,7.000000,9.040000,3.000000,13.000000
1098.000000,CC,Budget,High Income Families,9.000000,13.530000,4.000000,14.000000
1099.000000,Auto,FreeLocal,Married No Kids,15.000000,50.050000,1.000000,12.000000
1101.000000,Auto,Budget,Married No Kids,25.000000,111.840000,4.000000,5.000000
1103.000000,CC,FreeLocal,High Income Families,9.000000,13.920000,4.000000,10.000000
1104.000000,Auto,Budget,Married No Kids,12.000000,47.170000,4.000000,6.000000
1105.000000,CH,FreeLocal,Low Value and No Kids,7.000000,10.450000,4.000000,7.000000
1107.000000,Auto,FreeLocal,Married No Kids,10.000000,31.780000,4.000000,9.000000
1108.000000,CC,Budget,High Income Families,15.000000,56.090000,4.000000,8.000000
1110.000000,CH,FreeLocal,Low Value and No Kids,8.000000,24.190000,2.000000,8.000000
1111.000000,CC,FreeLocal,High Income Families,13.000000,45.660000,3.000000,4.000000
1112.000000,CC,FreeLocal,High Income Families,6.000000,17.110000,4.000000,1.000000
1113.000000,Auto,FreeLocal,Married No Kids,17.000000,74.970000,2.000000,6.000000
1114.000000,CC,FreeLocal,High Income Families,28.000000,125.150000,1.000000,8.000000
1116.000000,CH,FreeLocal,Low Value and No Kids,20.000000,73.040000,2.000000,12.000000
1118.000000,CC,FreeLocal,High Income Families,4.000000,11.930000,3.000000,5.000000
1119.000000,CC,Budget,High Income Families,12.000000,41.890000,3.000000,10.000000
1120.000000,CC,FreeLocal,High Income Families,10.000000,16.480000,1.000000,11.000000
1127.000000,CC,FreeLocal,High Income Families,19.000000,85.290000,2.000000,1.000000
1128.000000,CC,Budget,High Income Families,29.000000,104.640000,2.000000,15.000000
1132.000000,Auto,Budget,Married No Kids,13.000000,40.480000,1.000000,11.000000
1133.000000,CC,Budget,High Income Families,6.000000,10.340000,2.000000,8.000000
1134.000000,CC,Budget,High Income Families,3.000000,11.190000,2.000000,1.000000
1135.000000,CC,FreeLocal,High Income Families,41.000000,179.930000,2.000000,13.000000
1138.000000,Auto,Budget,Married No Kids,17.000000,58.090000,1.000000,14.000000
1141.000000,CC,Budget,High Income Families,9.000000,20.260000,4.000000,11.000000
1144.000000,Auto,FreeLocal,Married No Kids,16.000000,52.220000,1.000000,15.000000
1145.000000,CC,Budget,High Income Families,17.000000,57.060000,1.000000,14.000000
1148.000000,CC,FreeLocal,High Income Families,10.000000,44.950000,4.000000,2.000000
1151.000000,Auto,Budget,Married No Kids,11.000000,34.910000,2.000000,11.000000
1157.000000,Auto,Budget,Married No Kids,27.000000,112.400000,2.000000,10.000000
1159.000000,Auto,Budget,Married No Kids,0.000000,0.790000,4.000000,0.000000
1160.000000,CC,Budget,High Income Families,6.000000,12.190000,3.000000,8.000000
1162.000000,CC,FreeLocal,High Income Families,3.000000,12.480000,2.000000,1.000000
1163.000000,CH,Budget,Low Value and No Kids,10.000000,27.200000,2.000000,11.000000
1164.000000,CC,FreeLocal,High Income Families,38.000000,161.540000,3.000000,14.000000
1166.000000,CC,Budget,High Income Families,13.000000,58.080000,1.000000,3.000000
1171.000000,CC,Budget,High Income Families,41.000000,196.220000,2.000000,4.000000
1172.000000,CC,FreeLocal,High Income Families,8.000000,13.010000,1.000000,13.000000
1178.000000,Auto,FreeLocal,Married No Kids,27.000000,115.660000,1.000000,6.000000
1182.000000,CC,Budget,High Income Families,5.000000,15.170000,1.000000,6.000000
1184.000000,Auto,Budget,Married No Kids,10.000000,28.110000,3.000000,11.000000
1185.000000,Auto,FreeLocal,Married No Kids,31.000000,150.750000,3.000000,1.000000
1190.000000,CH,FreeLocal,Low Value and No Kids,10.000000,36.840000,1.000000,7.000000
1193.000000,CH,Budget,Low Value and No Kids,8.000000,8.790000,1.000000,15.000000
1198.000000,CC,Budget,High Income Families,3.000000,10.940000,4.000000,0.000000
1202.000000,CC,Budget,High Income Families,10.000000,23.720000,4.000000,14.000000
1204.000000,CC,FreeLocal,High Income Families,8.000000,25.580000,3.000000,6.000000
1205.000000,CC,FreeLocal,High Income Families,5.000000,10.350000,1.000000,8.000000
1206.000000,Auto,Budget,Married No Kids,21.000000,80.640000,4.000000,12.000000
1214.000000,CC,FreeLocal,High Income Families,14.000000,57.250000,1.000000,5.000000
1215.000000,CC,FreeLocal,High Income Families,8.000000,10.620000,1.000000,15.000000
1216.000000,CH,FreeLocal,Low Value and No Kids,14.000000,62.440000,3.000000,5.000000
1218.000000,CC,Budget,High Income Families,72.000000,332.460000,2.000000,15.000000
1219.000000,CC,FreeLocal,High Income Families,8.000000,28.860000,3.000000,6.000000
1222.000000,Auto,Budget,Married No Kids,21.000000,95.100000,1.000000,6.000000
1225.000000,CC,FreeLocal,High Income Families,10.000000,29.280000,1.000000,11.000000
1226.000000,CC,Budget,High Income Families,12.000000,47.910000,2.000000,5.000000
1227.000000,CC,FreeLocal,High Income Families,38.000000,168.030000,1.000000,12.000000
1229.000000,CH,FreeLocal,Low Value and No Kids,10.000000,16.270000,3.000000,14.000000
1230.000000,CC,Budget,High Income Families,4.000000,22.150000,4.000000,0.000000
1231.000000,CC,FreeLocal,High Income Families,12.000000,32.090000,1.000000,13.000000
1233.000000,CC,Budget,High Income Families,9.000000,23.000000,3.000000,10.000000
1237.000000,CC,Budget,High Income Families,11.000000,35.850000,3.000000,11.000000
1238.000000,CH,Budget,Low Value and No Kids,24.000000,114.620000,3.000000,2.000000
1239.000000,CC,FreeLocal,High Income Families,8.000000,32.120000,2.000000,4.000000
1242.000000,Auto,FreeLocal,Married No Kids,24.000000,90.180000,4.000000,15.000000
1243.000000,Auto,Budget,Married No Kids,12.000000,27.750000,3.000000,12.000000
1244.000000,CC,FreeLocal,High Income Families,19.000000,68.330000,1.000000,13.000000
1245.000000,CC,Budget,High Income Families,17.000000,70.650000,4.000000,8.000000
1246.000000,CC,Budget,High Income Families,4.000000,8.490000,4.000000,2.000000
1248.000000,CC,FreeLocal,High Income Families,4.000000,15.540000,1.000000,3.000000
1249.000000,Auto,Budget,Married No Kids,5.000000,23.890000,3.000000,0.000000
1252.000000,CC,Budget,High Income Families,2.000000,6.500000,3.000000,2.000000
1253.000000,CC,Budget,High Income Families,2.000000,9.880000,2.000000,1.000000
1255.000000,CC,FreeLocal,High Income Families,26.000000,103.120000,4.000000,13.000000
1256.000000,Auto,FreeLocal,Married No Kids,15.000000,63.280000,3.000000,3.000000
1257.000000,Auto,FreeLocal,Married No Kids,7.000000,30.950000,1.000000,3.000000
1258.000000,CH,Budget,Low Value and No Kids,26.000000,113.310000,3.000000,8.000000
1260.000000,CC,Budget,High Income Families,13.000000,41.710000,3.000000,11.000000
1261.000000,CC,FreeLocal,High Income Families,13.000000,38.950000,4.000000,14.000000
1262.000000,CH,FreeLocal,Low Value and No Kids,5.000000,8.850000,1.000000,9.000000
1263.000000,CC,Budget,High Income Families,32.000000,144.660000,3.000000,7.000000
1264.000000,CC,Budget,High Income Families,21.000000,93.610000,3.000000,5.000000
1265.000000,Auto,FreeLocal,Married No Kids,35.000000,151.610000,3.000000,11.000000
1266.000000,CC,FreeLocal,High Income Families,5.000000,8.970000,3.000000,8.000000
1267.000000,Auto,FreeLocal,Married No Kids,5.000000,11.650000,2.000000,7.000000
1268.000000,CC,FreeLocal,High Income Families,7.000000,10.620000,3.000000,13.000000
1270.000000,Auto,Budget,Married No Kids,56.000000,252.530000,3.000000,13.000000
1271.000000,CC,FreeLocal,High Income Families,7.000000,26.690000,1.000000,2.000000
